,Filo,Classe,Ordem,Família ,Gênero,Espécie,Ewe grop,Ponto,Área,Município,Dia,Mês,Ano,Data,Massa(g),Largura Cefalotoracica (mm),Sexo,Estágio,Estação,Salinidade,Gradiente Salino,Temperatura,Tipo de Maré
118,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,19","11,9",m,a,Verao,,Polihalino,,Sizigia
119,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,76","7,88",f,a,Verao,,Polihalino,,Sizigia
120,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,2","11,18",f,a,Verao,,Polihalino,,Sizigia
121,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,73","13,18",m,a,Verao,,Polihalino,,Sizigia
122,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,59","9,72",f,a,Verao,,Polihalino,,Sizigia
123,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,22","7,1",f,j,Verao,,Polihalino,,Sizigia
124,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,24","17,56",m,a,Verao,,Polihalino,,Sizigia
125,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,96","13,62",m,a,Verao,,Polihalino,,Sizigia
126,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,04","13,74",m,a,Verao,,Polihalino,,Sizigia
127,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,72",17,m,a,Verao,,Polihalino,,Sizigia
128,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,24","12,7",f,a,Verao,,Polihalino,,Sizigia
129,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,41","13,62",f,a,Verao,,Polihalino,,Sizigia
130,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,82","11,38",f,a,Verao,,Polihalino,,Sizigia
131,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"5,37","19,84",m,a,Verao,,Polihalino,,Sizigia
132,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,55","13,44",f,a,Verao,,Polihalino,,Sizigia
133,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,18","15,68",f,a,Verao,,Polihalino,,Sizigia
134,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,09","11,32",f,a,Verao,,Polihalino,,Sizigia
135,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,16","12,06",f,a,Verao,,Polihalino,,Sizigia
136,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,91","14,66",m,a,Verao,,Polihalino,,Sizigia
137,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,23","14,78",m,a,Verao,,Polihalino,,Sizigia
138,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,91","13,01",m,a,Verao,,Polihalino,,Sizigia
139,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,3","15,42",m,a,Verao,,Polihalino,,Sizigia
140,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,45","12,44",f,a,Verao,,Polihalino,,Sizigia
141,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,67","9,98",f,a,Verao,,Polihalino,,Sizigia
142,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,15","15,26",m,a,Verao,,Polihalino,,Sizigia
143,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,6","15,9",m,a,Verao,,Polihalino,,Sizigia
144,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,06","13,68",m,a,Verao,,Polihalino,,Sizigia
145,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,17","12,16",f,a,Verao,,Polihalino,,Sizigia
146,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,58","16,58",f,a,Verao,,Polihalino,,Sizigia
147,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,09","17,9",f,a,Verao,,Polihalino,,Sizigia
148,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,18","18,24",m,a,Verao,,Polihalino,,Sizigia
149,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,03","13,84",m,a,Verao,,Polihalino,,Sizigia
150,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,42","8,66",f,a,Verao,,Polihalino,,Sizigia
151,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,04","12,3",m,a,Verao,,Polihalino,,Sizigia
152,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,26","12,2",f,a,Verao,,Polihalino,,Sizigia
153,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,1","14,3",m,a,Verao,,Polihalino,,Sizigia
154,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,56","14,04",m,a,Verao,,Polihalino,,Sizigia
155,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,1,"10,94",f,a,Verao,,Polihalino,,Sizigia
156,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,71","10,4",f,a,Verao,,Polihalino,,Sizigia
157,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,57","13,62",f,a,Verao,,Polihalino,,Sizigia
158,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,29","12,22",f,a,Verao,,Polihalino,,Sizigia
159,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,75","10,08",m,a,Verao,,Polihalino,,Sizigia
160,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,93",15,m,a,Verao,,Polihalino,,Sizigia
161,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,76","13,62",f,a,Verao,,Polihalino,,Sizigia
162,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,12","14,74",m,a,Verao,,Polihalino,,Sizigia
163,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,84","8,14",f,a,Verao,,Polihalino,,Sizigia
164,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,82","11,04",f,a,Verao,,Polihalino,,Sizigia
165,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,05","18,94",m,a,Verao,,Polihalino,,Sizigia
166,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,18","14,32",m,a,Verao,,Polihalino,,Sizigia
167,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,78","13,82",m,a,Verao,,Polihalino,,Sizigia
168,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,1","12,76",f,a,Verao,,Polihalino,,Sizigia
169,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,58","9,02",f,a,Verao,,Polihalino,,Sizigia
170,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,8","11,2",f,a,Verao,,Polihalino,,Sizigia
171,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,28","11,82",f,a,Verao,,Polihalino,,Sizigia
172,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,64","9,12",m,a,Verao,,Polihalino,,Sizigia
173,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,14","11,46",f,a,Verao,,Polihalino,,Sizigia
174,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,93","13,74",m,a,Verao,,Polihalino,,Sizigia
175,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,85","13,54",m,a,Verao,,Polihalino,,Sizigia
176,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,96","16,16",m,a,Verao,,Polihalino,,Sizigia
177,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,56","16,7",m,a,Verao,,Polihalino,,Sizigia
178,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,45","8,12",f,a,Verao,,Polihalino,,Sizigia
179,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,85","13,96",m,a,Verao,,Polihalino,,Sizigia
180,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,17","14,78",f,a,Verao,,Polihalino,,Sizigia
181,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,5","15,22",m,a,Verao,,Polihalino,,Sizigia
182,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,92","16,4",m,a,Verao,,Polihalino,,Sizigia
183,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,45","13,94",f,a,Verao,,Polihalino,,Sizigia
184,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,97","16,3",f,a,Verao,,Polihalino,,Sizigia
185,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,53","9,52",f,a,Verao,,Polihalino,,Sizigia
186,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,92","13,9",m,a,Verao,,Polihalino,,Sizigia
187,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,67","13,86",f,a,Verao,,Polihalino,,Sizigia
188,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,11","15,14",m,a,Verao,,Polihalino,,Sizigia
189,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,41","11,5",f,a,Verao,,Polihalino,,Sizigia
190,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,67","15,38",f,a,Verao,,Polihalino,,Sizigia
191,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,66","9,52",m,a,Verao,,Polihalino,,Sizigia
192,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,52","9,16",f,a,Verao,,Polihalino,,Sizigia
193,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,81",10,f,a,Verao,,Polihalino,,Sizigia
194,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,74","9,6",f,a,Verao,,Polihalino,,Sizigia
195,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,47","15,8",f,a,Verao,,Polihalino,,Sizigia
196,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,91","14,62",f,a,Verao,,Polihalino,,Sizigia
197,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,43","14,7",m,a,Verao,,Polihalino,,Sizigia
198,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,51","9,3",f,a,Verao,,Polihalino,,Sizigia
199,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,69","11,86",f,a,Verao,,Polihalino,,Sizigia
200,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,05","11,64",f,a,Verao,,Polihalino,,Sizigia
201,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,71","9,9",f,a,Verao,,Polihalino,,Sizigia
202,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,7","13,14",m,a,Verao,,Polihalino,,Sizigia
203,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,98","16,78",m,a,Verao,,Polihalino,,Sizigia
204,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,3","15,6",m,a,Verao,,Polihalino,,Sizigia
205,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,48","17,73",m,a,Verao,,Polihalino,,Sizigia
206,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,65","10,44",f,a,Verao,,Polihalino,,Sizigia
207,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,27","10,42",f,a,Verao,,Polihalino,,Sizigia
208,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,78","10,56",f,a,Verao,,Polihalino,,Sizigia
209,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,57","8,8",f,a,Verao,,Polihalino,,Sizigia
210,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"3,15","16,48",f,a,Verao,,Polihalino,,Sizigia
211,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,4","15,06",m,a,Verao,,Polihalino,,Sizigia
212,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,46","8,74",f,a,Verao,,Polihalino,,Sizigia
213,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,29","11,72",f,a,Verao,,Polihalino,,Sizigia
214,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,25","6,42",f,a,Verao,,Polihalino,,Sizigia
215,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,55","9,94",f,a,Verao,,Polihalino,,Sizigia
216,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,98","14,22",m,a,Verao,,Polihalino,,Sizigia
217,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"2,52","14,92",m,a,Verao,,Polihalino,,Sizigia
218,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,76","10,6",m,a,Verao,,Polihalino,,Sizigia
219,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,64","8,34",f,a,Verao,,Polihalino,,Sizigia
220,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,43","12,1",f,a,Verao,,Polihalino,,Sizigia
221,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,33","12,32",f,a,Verao,,Polihalino,,Sizigia
222,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,06","8,54",m,a,Verao,,Polihalino,,Sizigia
223,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,77","13,68",f,a,Verao,,Polihalino,,Sizigia
224,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,72","9,7",f,a,Verao,,Polihalino,,Sizigia
225,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,37","12,64",f,a,Verao,,Polihalino,,Sizigia
226,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"0,55",9,m,a,Verao,,Polihalino,,Sizigia
227,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,12","12,8",f,a,Verao,,Polihalino,,Sizigia
228,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,4,Baia de Paranagua,Paranagua,18,3,2014,18/03/2014,"1,94","13,34",m,a,Verao,,Polihalino,,Sizigia
